Player,Tm,G,PER,WS/48,VORP
Dwyane Wade,MIA,77,28.0,.224,7.9
Henry Walker,TOT,35,14.6,.121,0.3
Henry Walker,BOS,8,7.6,.062,0.0
Henry Walker,NYK,27,14.9,.123,0.3
Ben Wallace*,DET,69,15.8,.115,1.9
Gerald Wallace,CHA,76,18.3,.177,3.7
Rasheed Wallace,BOS,79,13.1,.096,0.9
Luke Walton,LAL,29,9.7,.047,0.0
Hakim Warrick,TOT,76,15.6,.124,0.3
Hakim Warrick,MIL,48,15.6,.119,0.3
Hakim Warrick,CHI,28,15.7,.133,0.0
C.J. Watson,GSW,65,13.8,.082,0.7
Earl Watson,IND,79,10.9,.055,-0.2
Kyle Weaver,OKC,12,10.7,.106,0.1
Martell Webster,POR,82,12.5,.105,1.0
Sonny Weems,TOR,69,12.9,.044,0.0
David West,NOH,81,18.9,.122,2.1
Delonte West,CLE,60,13.8,.106,1.0
Mario West,ATL,39,9.9,.106,0.0
Russell Westbrook,OKC,82,17.8,.105,2.3
D.J. White,OKC,12,25.9,.276,0.2
Chris Wilcox,DET,34,12.0,.022,-0.2
Damien Wilkins,MIN,80,11.5,.056,0.3
Mike Wilks,OKC,4,5.9,.023,-0.1
Deron Williams,UTA,76,20.6,.177,4.1
Jason Williams,ORL,82,12.9,.127,1.3
Jawad Williams,CLE,54,8.2,.069,-0.4
Lou Williams,PHI,64,18.2,.130,1.7
Marcus Williams,MEM,62,10.6,.002,-0.2
Marvin Williams,ATL,81,13.0,.112,1.0
Mo Williams,CLE,69,16.1,.136,2.3
Reggie Williams,GSW,24,16.1,.105,0.3
Sean Williams,NJN,20,7.0,-0.036,-0.3
Shelden Williams,BOS,54,14.1,.162,0.1
Terrence Williams,NJN,78,11.5,-0.007,-0.4
Metta World Peace,LAL,77,12.1,.098,1.6
Antoine Wright,TOR,67,8.6,.011,-0.4
Dorell Wright,MIA,72,14.5,.137,1.5
Julian Wright,NOH,68,11.8,.044,0.0
Nick Young,WAS,74,10.7,.046,-0.6
Sam Young,MEM,80,13.0,.044,-0.4
Thaddeus Young,PHI,67,14.0,.047,0.1
