Player,Tm,G,PER,WS/48,VORP
Von Wafer,DEN,21,-1.6,-0.231,-0.3
Von Wafer,POR,8,4.7,-0.067,0.0
Antoine Walker,MIN,46,11.4,.004,-0.1
Ben Wallace*,TOT,72,12.0,.078,1.2
Ben Wallace*,CHI,50,11.8,.072,1.0
Ben Wallace*,CLE,22,12.4,.097,0.2
Gerald Wallace,CHA,62,17.5,.094,2.5
Rasheed Wallace,DET,77,17.2,.155,3.6
Luke Walton,LAL,74,12.3,.088,0.7
Hakim Warrick,MEM,75,16.2,.090,0.0
Darius Washington,SAS,18,9.0,.012,-0.1
Darryl Watkins,SAC,9,0.5,-0.136,-0.2
C.J. Watson,GSW,32,11.0,.056,-0.1
Earl Watson,SEA,78,14.6,.061,0.6
Chris Webber*,GSW,9,10.7,.025,0.0
Martell Webster,POR,75,12.0,.079,1.0
Bonzi Wells,TOT,73,14.4,.092,0.7
Bonzi Wells,HOU,51,14.1,.091,0.5
Bonzi Wells,NOH,22,15.1,.093,0.2
David West,NOH,76,19.9,.140,2.6
Delonte West,TOT,61,12.1,.041,0.5
Delonte West,SEA,35,9.8,-0.028,-0.1
Delonte West,CLE,26,14.1,.104,0.6
Mario West,ATL,64,8.6,.082,-0.1
Chris Wilcox,SEA,62,16.3,.093,0.4
Damien Wilkins,SEA,76,11.3,.027,-0.2
Mike Wilks,TOT,15,8.6,.052,0.0
Mike Wilks,DEN,8,6.4,.032,0.0
Mike Wilks,WAS,4,10.1,.094,0.0
Mike Wilks,SEA,3,17.7,.074,0.0
Aaron Williams,LAC,30,10.3,.072,0.0
Deron Williams,UTA,82,20.8,.177,4.5
Jason Williams,MIA,67,12.7,.052,0.6
Justin Williams,TOT,23,13.2,.071,0.0
Justin Williams,SAC,22,14.5,.096,0.0
Justin Williams,HOU,1,-13.0,-0.425,0.0
Lou Williams,PHI,80,16.7,.112,1.6
Marcus Williams,NJN,53,11.0,.009,-0.1
Marcus Williams,TOT,11,6.8,-0.134,-0.1
Marcus Williams,SAS,1,0.0,-0.364,0.0
Marcus Williams,LAC,10,7.2,-0.121,-0.1
Marvin Williams,ATL,80,14.5,.099,0.4
Mo Williams,MIL,66,17.0,.091,1.4
Sean Williams,NJN,73,13.9,.093,-0.1
Shawne Williams,IND,65,12.8,.069,0.0
Shelden Williams,TOT,64,11.9,.072,-0.3
Shelden Williams,ATL,36,9.8,.060,-0.2
Shelden Williams,SAC,28,14.2,.087,-0.1
Loren Woods,HOU,7,13.4,.179,0.0
Metta World Peace,SAC,57,18.8,.103,2.6
Antoine Wright,TOT,56,8.4,.029,-0.3
Antoine Wright,NJN,41,8.3,.025,-0.3
Antoine Wright,DAL,15,9.0,.056,0.0
Brandan Wright,GSW,38,17.2,.142,0.2
Dorell Wright,MIA,44,14.4,.096,0.6
Julian Wright,NOH,57,15.4,.126,0.6
Lorenzen Wright,TOT,18,2.5,.001,-0.2
Lorenzen Wright,ATL,13,3.7,.028,-0.1
Lorenzen Wright,SAC,5,-11.7,-0.304,-0.1
Nick Young,WAS,75,11.6,.017,-0.8
Thaddeus Young,PHI,74,16.5,.140,1.0
